Unnamed: 0;CODGEO;LIBGEO;DEP;SUPERF;MED16;Geo_Shape;geo_point_2d;Cluster Labels;1st Most Common Venue;2nd Most Common Venue;3rd Most Common Venue;4th Most Common Venue;5th Most Common Venue;6th Most Common Venue;7th Most Common Venue;8th Most Common Venue;9th Most Common Venue;10th Most Common Venue
10;75111;Paris 11e Arrondissement;75;3.67;26810.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.3770153521, 48.8719211293], [2.3772189854, 48.8716514886], [2.3783081035, 48.8707524173], [2.3867483524, 48.863335037], [2.394300442, 48.8564917115], [2.3965580551, 48.8536144106], [2.3983940562, 48.8512322831], [2.398869257, 48.8496140393], [2.3991726682, 48.8483555696], [2.3991184449, 48.8480944847], [2.395191122, 48.8484479278], [2.3846245648, 48.850070442], [2.3705855399, 48.8529958565], [2.3699728108, 48.8531760997], [2.3690196371, 48.8532214407], [2.3690196511, 48.8534453795], [2.3685451261, 48.8556031182], [2.3684085722, 48.8557373], [2.3684085726, 48.8559621376], [2.3683407042, 48.8565013894], [2.3666424925, 48.8631170047], [2.3660980435, 48.8640602322], [2.3641918944, 48.8671168797], [2.363851339, 48.8674316383], [2.3644644898, 48.8677910347], [2.3656913755, 48.8682400187], [2.3759249018, 48.8715620096], [2.3770153521, 48.8719211293]]]}";48.8591103086,2.38017728229;0;French Restaurant;Bar;Bistro;Café;Coffee Shop;Restaurant;Italian Restaurant;Wine Bar;Vietnamese Restaurant;Cocktail Bar
11;75112;Paris 12e Arrondissement;75;16.32;27110.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3659508209, 48.8449086593], [2.3644532234, 48.8460321064], [2.3643180356, 48.8461671913], [2.3661564942, 48.8473802865], [2.3664971614, 48.8478290713], [2.3671784928, 48.8491772148], [2.368883346, 48.852771945], [2.3690196371, 48.8532214407], [2.3699728108, 48.8531760997], [2.3705855399, 48.8529958565], [2.3846245648, 48.850070442], [2.395191122, 48.8484479278], [2.3991184449, 48.8480944847], [2.4159711108, 48.8466229563], [2.4158647798, 48.8460189707], [2.4152990926, 48.8438496612], [2.4142597209, 48.840429717], [2.4139455077, 48.8394137009], [2.4135714975, 48.8382642845], [2.4124661441, 48.8350373461], [2.4122456126, 48.8345389147], [2.4120483237, 48.8343958456], [2.4120091324, 48.8343677726], [2.4119091161, 48.8342971306], [2.4118023293, 48.8342228576], [2.4117104161, 48.8341585507], [2.4115560422, 48.8340759492], [2.4114718749, 48.8339289388], [2.4116275476, 48.8338964282], [2.411810394, 48.8338703466], [2.4120396177, 48.8338390965], [2.4123001933, 48.8338062013], [2.4125879527, 48.8337788352], [2.4129546919, 48.8337545542], [2.4131700996, 48.8337403221], [2.4135054256, 48.8337230802], [2.4139210634, 48.8337116271], [2.4144018769, 48.8337193783], [2.4148988558, 48.8337433952], [2.4154704665, 48.8337938563], [2.4157520495, 48.8338312067], [2.4161980223, 48.8339089309], [2.4164562769, 48.8339614548], [2.4169969563, 48.8340980967], [2.4173378884, 48.834188795], [2.4182257267, 48.8344692212], [2.4193497092, 48.83483173], [2.420222454, 48.8351237596], [2.4203866708, 48.835180316], [2.4210163854, 48.8353983134], [2.4216759062, 48.8356317407], [2.4220382245, 48.8357612013], [2.4221386362, 48.835797661], [2.4212540936, 48.8381614016], [2.4200198213, 48.8408463055], [2.4197138961, 48.8411559997], [2.4196349048, 48.841275231], [2.4195389529, 48.8414492408], [2.4194695383, 48.8416872337], [2.4194424995, 48.8417905286], [2.4193822806, 48.8420591441], [2.4193718417, 48.8421400355], [2.4193546803, 48.8424574252], [2.4193701383, 48.8425375429], [2.4193901347, 48.8425772117], [2.4198653271, 48.8433421711], [2.4202622613, 48.8436714608], [2.4218479889, 48.8444372912], [2.4219451376, 48.8444008871], [2.4220204058, 48.844371572], [2.4222250079, 48.8442295629], [2.4224353878, 48.8440579026], [2.4226432007, 48.8438718399], [2.422687389, 48.8438189911], [2.4228785131, 48.8435402138], [2.4231336441, 48.8431412311], [2.4232833413, 48.8429117177], [2.4234132163, 48.8427495603], [2.4234919225, 48.8426555073], [2.423806188, 48.8423296557], [2.423948004, 48.8421963345], [2.4240236059, 48.8421364417], [2.4242773319, 48.8419865711], [2.4243704664, 48.8419429509], [2.4245345978, 48.8418861817], [2.4246520973, 48.8418570681], [2.4250042777, 48.8417985045], [2.4258186287, 48.8417151784], [2.4273037809, 48.8415918908], [2.4275751568, 48.8415707058], [2.42813017, 48.8415283925], [2.4336271994, 48.8427273044], [2.4379069426, 48.8436162664], [2.4476993268, 48.8448184434], [2.4478479966, 48.84480474], [2.4480239456, 48.8447884642], [2.4482912992, 48.8447618175], [2.4484781865, 48.8447419941], [2.4487060069, 48.844716963], [2.4489406588, 48.8446901641], [2.4491971396, 48.8446607673], [2.4494822809, 48.844627005], [2.4497660689, 48.8445923365], [2.4501003557, 48.8445498052], [2.4570907934, 48.8436068349], [2.45737053, 48.8435676332], [2.4575847814, 48.8435362281], [2.4578932329, 48.8434872625], [2.4581921462, 48.8434382529], [2.4584364932, 48.843395291], [2.4587327365, 48.8433408718], [2.4590412698, 48.8432838095], [2.4593429805, 48.8432276148], [2.4596529029, 48.8431678591], [2.4598713599, 48.8431247773], [2.4600843666, 48.8430816706], [2.460244133, 48.8430482161], [2.4603738591, 48.8430209214], [2.4608395596, 48.8429177969], [2.4609160454, 48.8429001545], [2.4610922444, 48.8428586788], [2.4615062416, 48.842748124], [2.4616715675, 48.8427039004], [2.4618983909, 48.8426419662], [2.4621266412, 48.8425737424], [2.4622578667, 48.8425329621], [2.4624191874, 48.8424806253], [2.46277614, 48.8423518227], [2.4628746372, 48.8423135928], [2.4634383122, 48.8420894853], [2.46388735, 48.8418828485], [2.46408181, 48.841787489], [2.4643298029, 48.8416536967], [2.4649272253, 48.8413263075], [2.4654008328, 48.8409812743], [2.4654516306, 48.8409437284], [2.4658677785, 48.8406209204], [2.4661843165, 48.8403120561], [2.4662613953, 48.8402359548], [2.4664087585, 48.8400819233], [2.4664762629, 48.8400093766], [2.4665562037, 48.8399197976], [2.4667410127, 48.839701179], [2.4667810103, 48.8396536915], [2.4668692901, 48.8395479611], [2.4672280206, 48.8391088752], [2.4672474619, 48.8390729876], [2.4674264387, 48.8388912154], [2.4675819884, 48.8331333188], [2.4661783247, 48.8273279715], [2.4661119609, 48.8271576952], [2.4660827502, 48.8270838169], [2.4657786479, 48.8263197968], [2.4657305721, 48.826226048], [2.4657120378, 48.826173802], [2.4644275481, 48.8229923902], [2.4626960628, 48.8190597706], [2.4612052143, 48.8183551492], [2.4599979027, 48.8177606135], [2.4592770325, 48.8174074995], [2.4587050853, 48.8171404958], [2.4583203904, 48.8170713006], [2.4580076765, 48.8170213173], [2.4579097471, 48.8170091815], [2.4578280847, 48.8170043143], [2.4572359278, 48.8169791434], [2.4566950145, 48.8170027686], [2.4546621287, 48.817094244], [2.4534522008, 48.8171489776], [2.4420967391, 48.817916762], [2.4384475103, 48.8182324479], [2.4341791215, 48.8201279924], [2.4214624494, 48.8240540614], [2.4206779685, 48.8240475655], [2.4203291371, 48.824060265], [2.4199625195, 48.8240800722], [2.4192422424, 48.8241791047], [2.4060318234, 48.8276154708], [2.3909392531, 48.8260789801], [2.3900720145, 48.8256923268], [2.388891294, 48.8266018601], [2.3857624576, 48.8290294226], [2.3824298709, 48.8317274568], [2.3799123037, 48.8337955681], [2.3663593537, 48.8445933499], [2.3659508209, 48.8449086593]]]}";48.8348302792,2.42102904431;0;French Restaurant;Japanese Restaurant;Hotel;Italian Restaurant;Bakery;Restaurant;Café;Plaza;Thai Restaurant;Sandwich Place
12;75113;Paris 13e Arrondissement;75;7.15;23750.6847826;"{""type"": ""Polygon"", ""coordinates"": [[[2.3659508209, 48.8449086593], [2.3663593537, 48.8445933499], [2.3799123037, 48.8337955681], [2.3824298709, 48.8317274568], [2.3857624576, 48.8290294226], [2.388891294, 48.8266018601], [2.3900720145, 48.8256923268], [2.3894454252, 48.8253446696], [2.389019074, 48.825113152], [2.3792964898, 48.8212137552], [2.3777702346, 48.8207111653], [2.3765275259, 48.8203035697], [2.3745888224, 48.8196728742], [2.3693854941, 48.8180356556], [2.3650289865, 48.8166707225], [2.364383325, 48.8164577358], [2.3642042812, 48.816398324], [2.3639465502, 48.81631421], [2.3614218471, 48.8160741082], [2.3603869483, 48.8160640795], [2.3584387377, 48.8160131694], [2.357466682, 48.8159872638], [2.3568948902, 48.8159715983], [2.3565450352, 48.8159598228], [2.3564647458, 48.8159548937], [2.3563285236, 48.815957758], [2.3459582659, 48.8160363878], [2.3440365805, 48.8157182708], [2.3439025047, 48.8157670013], [2.3440095654, 48.8161336383], [2.3444179474, 48.8189644387], [2.3444182037, 48.8195940074], [2.3414937722, 48.8285681241], [2.3417664114, 48.8357807884], [2.3420384636, 48.8382969179], [2.3448974219, 48.8377127319], [2.3471442691, 48.8372627414], [2.351718069, 48.8368136512], [2.3530801141, 48.8371726778], [2.3613870338, 48.8398227762], [2.3615913872, 48.8400469092], [2.3632942029, 48.8423025925], [2.3641795001, 48.8435610106], [2.3646569199, 48.8441895018], [2.3659508209, 48.8449086593]]]}";48.8282706469,2.362358986;2;Vietnamese Restaurant;Thai Restaurant;Asian Restaurant;French Restaurant;Chinese Restaurant;Hotel;Japanese Restaurant;Bistro;Bakery;Juice Bar
13;75114;Paris 14e Arrondissement;75;5.64;27287.6;"{""type"": ""Polygon"", ""coordinates"": [[[2.3141456997, 48.8222905354], [2.3121472539, 48.8227287478], [2.3083155372, 48.8235700525], [2.3069590371, 48.8238679884], [2.3018660062, 48.8250021636], [2.3013154185, 48.8251257608], [2.3069704124, 48.8299802371], [2.3091466072, 48.8317780891], [2.3157482958, 48.8371718034], [2.3206489937, 48.8407225633], [2.3240507579, 48.843068493], [2.3246635446, 48.8435180387], [2.3248134306, 48.8435179854], [2.3261750183, 48.8430687853], [2.336387764, 48.8397352681], [2.3365927072, 48.8396905371], [2.3371364717, 48.8394660119], [2.3402008424, 48.8387014041], [2.3420384636, 48.8382969179], [2.3417664114, 48.8357807884], [2.3414937722, 48.8285681241], [2.3444182037, 48.8195940074], [2.3444179474, 48.8189644387], [2.3440095654, 48.8161336383], [2.3439025047, 48.8157670013], [2.3437673046, 48.8157968384], [2.3403197792, 48.8163858509], [2.3321449384, 48.8169817298], [2.3318980606, 48.8170109296], [2.3324610425, 48.8182471301], [2.3304136366, 48.8187042612], [2.3255621713, 48.8197742431], [2.3205971644, 48.8208667673], [2.3141456997, 48.8222905354]]]}";48.8292048923,2.32674455381;0;French Restaurant;Hotel;Italian Restaurant;Bar;Japanese Restaurant;Sushi Restaurant;Bistro;Vietnamese Restaurant;Pizza Place;Bakery
14;75115;Paris 15e Arrondissement;75;8.48;30448.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2897782766, 48.8581231138], [2.2900513381, 48.8579889313], [2.293593541, 48.8556895539], [2.2978868523, 48.8529492956], [2.3021915204, 48.850344749], [2.3105585096, 48.8467733241], [2.3164251128, 48.8467530262], [2.3166281603, 48.8467523875], [2.3175824608, 48.8463036565], [2.3196930905, 48.8452706173], [2.3246635446, 48.8435180387], [2.3240507579, 48.843068493], [2.3206489937, 48.8407225633], [2.3157482958, 48.8371718034], [2.3091466072, 48.8317780891], [2.3069704124, 48.8299802371], [2.3013154185, 48.8251257608], [2.3001774245, 48.8253754304], [2.2921959227, 48.8271416091], [2.290235122, 48.8279888964], [2.2893937777, 48.8283526461], [2.2835858272, 48.8307957862], [2.2790519307, 48.8324899521], [2.2754233207, 48.8295072674], [2.2727931902, 48.8279200842], [2.2675438111, 48.8277864187], [2.2675277896, 48.8279572033], [2.2672540789, 48.831052097], [2.2672119122, 48.8315321076], [2.2694351662, 48.8327958456], [2.2631735493, 48.8339796903], [2.2627915245, 48.8339233735], [2.2649380544, 48.8358936298], [2.2673167337, 48.8383221476], [2.2724846954, 48.8436815686], [2.2824981034, 48.852022499], [2.2894378627, 48.8578989519], [2.2897782766, 48.8581231138]]]}";48.840040811,2.29268840407;0;French Restaurant;Hotel;Bakery;Italian Restaurant;Persian Restaurant;Japanese Restaurant;Coffee Shop;Lebanese Restaurant;Thai Restaurant;Indian Restaurant
15;75116;Paris 16e Arrondissement;75;16.37;38387.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2256702923, 48.8594045624], [2.2263279931, 48.8607326761], [2.2272091184, 48.8625307936], [2.2282248678, 48.8651832596], [2.2293118434, 48.8666220392], [2.2306589827, 48.8680795669], [2.2317363597, 48.8690685816], [2.2335971782, 48.8699061171], [2.2456782365, 48.8764347891], [2.2457037884, 48.8764592325], [2.2462497956, 48.8762279424], [2.2548171407, 48.8740808814], [2.2554103367, 48.8742635427], [2.2584671711, 48.8803872631], [2.2774870298, 48.8779683209], [2.2794699495, 48.878531568], [2.2799493326, 48.878573124], [2.2837654773, 48.8774079875], [2.2951453922, 48.8738619797], [2.2953508201, 48.873592487], [2.296441453, 48.8722858609], [2.2973952542, 48.8711133224], [2.2987601892, 48.8688666675], [2.3014884622, 48.8640594169], [2.3015562722, 48.863475235], [2.300874718, 48.8634748529], [2.2995126529, 48.8632951123], [2.2980147517, 48.8629796568], [2.2957003837, 48.8622600679], [2.2933164629, 48.8610453785], [2.2920917684, 48.8601918483], [2.290527186, 48.8589774473], [2.2897782766, 48.8581231138], [2.2894378627, 48.8578989519], [2.2824981034, 48.852022499], [2.2724846954, 48.8436815686], [2.2673167337, 48.8383221476], [2.2649380544, 48.8358936298], [2.2627915245, 48.8339233735], [2.2614051513, 48.8340803061], [2.2553039049, 48.8347907573], [2.2551442384, 48.8348095494], [2.2517093089, 48.8388218162], [2.2512993576, 48.8421307474], [2.2512189425, 48.8428911134], [2.2506124417, 48.8455548512], [2.2399777259, 48.8497022099], [2.225668341, 48.8530244583], [2.2242191059, 48.8535169176], [2.2243147794, 48.8556958021], [2.2245175869, 48.8565380225], [2.2256702923, 48.8594045624]]]}";48.8604673342,2.26190318373;0;French Restaurant;Italian Restaurant;Bakery;Restaurant;Café;Pizza Place;Bistro;Garden;Japanese Restaurant;Asian Restaurant
16;75117;Paris 17e Arrondissement;75;5.67;30281.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.2844595718, 48.8856392782], [2.2856699932, 48.8865737189], [2.2915068525, 48.8894718708], [2.2923938037, 48.8896371963], [2.3003093487, 48.8924770245], [2.303743199, 48.8941383092], [2.3037743624, 48.8941537789], [2.3078189665, 48.8960595108], [2.3106840744, 48.8971345392], [2.3124514453, 48.897782318], [2.3185175368, 48.8996336164], [2.3198871747, 48.9004597821], [2.3206289665, 48.900794042], [2.3272535978, 48.9010643594], [2.329980522, 48.9011632821], [2.3299805852, 48.9008404277], [2.3283799127, 48.8962341425], [2.3268469286, 48.8915832292], [2.326097437, 48.8891112626], [2.3257571418, 48.8869545568], [2.3259621801, 48.886496154], [2.3269851598, 48.8841600527], [2.3270529463, 48.8839796681], [2.3271206971, 48.8834854166], [2.3166838581, 48.8813722272], [2.3126637269, 48.8808770636], [2.3091216844, 48.8804267931], [2.2983436357, 48.8781328519], [2.2981403263, 48.8780426256], [2.2973907174, 48.8770084846], [2.2969827446, 48.8764242163], [2.2951453922, 48.8738619797], [2.2837654773, 48.8774079875], [2.2799493326, 48.878573124], [2.2799904377, 48.8787559373], [2.2823272111, 48.883923175], [2.2828036254, 48.8842830661], [2.2845120554, 48.8855910278], [2.2844595718, 48.8856392782]]]}";48.8873739998,2.30681348992;0;French Restaurant;Italian Restaurant;Hotel;Bakery;Restaurant;Pastry Shop;Park;Pizza Place;Mediterranean Restaurant;Bistro
17;75118;Paris 18e Arrondissement;75;6.01;21541.7391304;"{""type"": ""Polygon"", ""coordinates"": [[[2.3646776664, 48.8842913519], [2.3635193726, 48.8843364616], [2.3592953095, 48.884292348], [2.3507778034, 48.8837545322], [2.3495508401, 48.8836201679], [2.3471534125, 48.8833058437], [2.3379555061, 48.8822498834], [2.3273252396, 48.8834856667], [2.3271206971, 48.8834854166], [2.3270529463, 48.8839796681], [2.3269851598, 48.8841600527], [2.3259621801, 48.886496154], [2.3257571418, 48.8869545568], [2.326097437, 48.8891112626], [2.3268469286, 48.8915832292], [2.3283799127, 48.8962341425], [2.3299805852, 48.9008404277], [2.329980522, 48.9011632821], [2.3312750534, 48.9011633226], [2.348396823, 48.9015229952], [2.3518739448, 48.9015220769], [2.3600520357, 48.9016110185], [2.365846786, 48.9016094651], [2.370290514, 48.9016535953], [2.3702883061, 48.8986786531], [2.3700908691, 48.8953807204], [2.3698082422, 48.8933764506], [2.3666557428, 48.8863576922], [2.3646776664, 48.8842913519]]]}";48.8924795867,2.34788399021;0;French Restaurant;Bar;Pizza Place;Bistro;Restaurant;Italian Restaurant;Plaza;Middle Eastern Restaurant;Bookstore;Café
18;75119;Paris 19e Arrondissement;75;6.79;19610.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.3770153521, 48.8719211293], [2.3761987097, 48.8726048684], [2.3712287617, 48.8770548535], [2.3703430908, 48.8779090609], [2.3702102259, 48.8825821814], [2.3691059956, 48.8835710245], [2.368494266, 48.8839760942], [2.3646776664, 48.8842913519], [2.3666557428, 48.8863576922], [2.3698082422, 48.8933764506], [2.3700908691, 48.8953807204], [2.3702883061, 48.8986786531], [2.370290514, 48.9016535953], [2.3721309889, 48.9017423972], [2.3851496429, 48.9020077852], [2.3889654526, 48.9012781869], [2.3894416378, 48.9011520138], [2.3903286187, 48.9010081458], [2.392659014, 48.8997933245], [2.3949062934, 48.8984440395], [2.395518584, 48.8976350515], [2.3976272337, 48.8945781132], [2.3984412687, 48.8909381705], [2.3985767954, 48.8899495999], [2.3986443943, 48.8894103473], [2.3988455272, 48.8871090951], [2.4083081686, 48.8804086018], [2.4094653049, 48.8800932555], [2.4106903466, 48.8784751065], [2.410484969, 48.8784300283], [2.3944037597, 48.8751589326], [2.3868980091, 48.8743625878], [2.3802173903, 48.872873061], [2.3770153521, 48.8719211293]]]}";48.8869811828,2.38492060381;2;French Restaurant;Bar;Café;Park;Supermarket;Pizza Place;Italian Restaurant;Japanese Restaurant;Restaurant;Multiplex
19;75120;Paris 20e Arrondissement;75;5.98;21017.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.4132704498, 48.87311698], [2.4132702557, 48.872892146], [2.4138378069, 48.8643764168], [2.4151214552, 48.8561573094], [2.4153151254, 48.8551734717], [2.4153349711, 48.8549838065], [2.4153677176, 48.8547375454], [2.4154457176, 48.8543449118], [2.4156430989, 48.8532720546], [2.4158409258, 48.8521587276], [2.4162022279, 48.8500766972], [2.4162925665, 48.8495546151], [2.4163411303, 48.8492337836], [2.4163498385, 48.8486996112], [2.4160288498, 48.8469425086], [2.4159711108, 48.8466229563], [2.3991184449, 48.8480944847], [2.3991726682, 48.8483555696], [2.398869257, 48.8496140393], [2.3983940562, 48.8512322831], [2.3965580551, 48.8536144106], [2.394300442, 48.8564917115], [2.3867483524, 48.863335037], [2.3783081035, 48.8707524173], [2.3772189854, 48.8716514886], [2.3770153521, 48.8719211293], [2.3802173903, 48.872873061], [2.3868980091, 48.8743625878], [2.3944037597, 48.8751589326], [2.410484969, 48.8784300283], [2.4106903466, 48.8784751065], [2.4116414503, 48.8770813286], [2.4130669325, 48.8737554074], [2.4132704498, 48.87311698]]]}";48.8635257742,2.40121168868;0;French Restaurant;Bar;Café;Bakery;Music Venue;Theater;Hotel;Bistro;Indian Restaurant;Plaza
20;92002;Antony;92;9.56;29099.5238095;"{""type"": ""Polygon"", ""coordinates"": [[[2.2902548978, 48.7666001446], [2.3054409626, 48.7690144321], [2.3067082959, 48.76927903], [2.3118312824, 48.770715353], [2.3124381271, 48.7721633206], [2.3154352506, 48.7715842164], [2.3154598007, 48.77157986], [2.3199219497, 48.7707167172], [2.3177715265, 48.7685710218], [2.3177218215, 48.768522169], [2.3164992691, 48.7673288378], [2.3158780366, 48.7667667378], [2.3156681205, 48.7667961158], [2.315075379, 48.7655155323], [2.3102224901, 48.7569529033], [2.3117428403, 48.7543083406], [2.3141445625, 48.7513441218], [2.3200318676, 48.7490149661], [2.3207207142, 48.7487580493], [2.3193166339, 48.7471220657], [2.3162448752, 48.7419821831], [2.3160135925, 48.7362783591], [2.3159273415, 48.7336235847], [2.3150476212, 48.7322738582], [2.3132939902, 48.7302804858], [2.3085449531, 48.729444458], [2.3079193723, 48.729353585], [2.3063883459, 48.7293608879], [2.303996513, 48.7294827823], [2.3038400608, 48.729489965], [2.3033980887, 48.7307205406], [2.3017756394, 48.7350212448], [2.3001918164, 48.7374341934], [2.2983820323, 48.7386378284], [2.2973331319, 48.7381657439], [2.2939788827, 48.7369218002], [2.2896379243, 48.7355531644], [2.2802904545, 48.7330110786], [2.2748212769, 48.7400908594], [2.2745120558, 48.740715898], [2.2751751524, 48.7408530445], [2.2783285369, 48.7423490447], [2.2835045673, 48.7450236969], [2.2844755876, 48.7459199717], [2.2853936451, 48.7475084932], [2.2814810911, 48.7510351158], [2.2772748382, 48.7538267817], [2.2750332406, 48.7552882756], [2.2761433269, 48.7566558604], [2.2777688954, 48.758919692], [2.278618958, 48.7600158453], [2.2842146059, 48.760593671], [2.2881382187, 48.7607844166], [2.2911566022, 48.7620184027], [2.2918957264, 48.7642965499], [2.2919302437, 48.7645602877], [2.2918273392, 48.7647242733], [2.2902548978, 48.7666001446]]]}";48.7498603402,2.29906093691;2;Hotel;Supermarket;Japanese Restaurant;French Restaurant;Park;Italian Restaurant;Train Station;Café;Steakhouse;Bakery
21;92004;Asnières-sur-Seine;92;4.82;24370.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.273039347, 48.9338376499], [2.2731806428, 48.933787247], [2.2757009316, 48.9335507022], [2.2768883334, 48.9335587717], [2.2776314455, 48.933517389], [2.2811132963, 48.9330347198], [2.2826378918, 48.9321472576], [2.2836702156, 48.9311237381], [2.2843703358, 48.9302358183], [2.2845330532, 48.9261449789], [2.2859480937, 48.9226803147], [2.2869198293, 48.9216779821], [2.2902810564, 48.9188687251], [2.2918580917, 48.9178960138], [2.2957288031, 48.9162191389], [2.3008304863, 48.9147094052], [2.3050407622, 48.9163778367], [2.3102595465, 48.9184701032], [2.3146906078, 48.9199982666], [2.3177488401, 48.9208178975], [2.3201734378, 48.9196940619], [2.3220153127, 48.9186711997], [2.3215755161, 48.9182838083], [2.3209778752, 48.9175492885], [2.3198186224, 48.9159374533], [2.3137528854, 48.9140152163], [2.3103071681, 48.9129207547], [2.3096666783, 48.9127587872], [2.3072665586, 48.9121531865], [2.2930133147, 48.906486077], [2.2913021468, 48.905513696], [2.2873947275, 48.9036415147], [2.2852388849, 48.902680786], [2.2842744091, 48.9022856207], [2.2830815021, 48.9034224215], [2.2759875959, 48.9066757548], [2.2682062336, 48.9059719653], [2.2678018491, 48.9059155349], [2.2671828783, 48.9059845945], [2.2666131746, 48.9061393879], [2.2663940991, 48.9062927292], [2.2649436539, 48.9102714114], [2.2660951133, 48.9105653532], [2.2667001261, 48.91061942], [2.268141258, 48.9105931599], [2.2723299468, 48.9127320653], [2.2768682256, 48.9162497728], [2.2773205987, 48.9195385753], [2.2761365453, 48.9230405184], [2.2733089177, 48.9268517355], [2.2731032032, 48.9271184796], [2.272393985, 48.9285485599], [2.2729995045, 48.933563123], [2.273039347, 48.9338376499]]]}";48.9157198373,2.28764873639;2;Supermarket;French Restaurant;Hotel;Italian Restaurant;Restaurant;Park;Japanese Restaurant;Sandwich Place;Bakery;Fast Food Restaurant
22;92007;Bagneux;92;4.19;18738.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.3190467534, 48.8099510763], [2.3188726915, 48.8097243373], [2.3179930383, 48.8085779931], [2.3178605003, 48.8084045535], [2.3183355349, 48.8060229694], [2.3214533379, 48.8059408749], [2.324345341, 48.8066812682], [2.3247595426, 48.8076072856], [2.325004377, 48.8081537004], [2.3252487503, 48.8084204008], [2.3263573965, 48.8082962413], [2.3259523316, 48.8066606601], [2.3239420483, 48.8015533304], [2.3186962649, 48.7879974096], [2.3141046256, 48.789381416], [2.3124461828, 48.789317921], [2.3112001369, 48.7872987656], [2.310977231, 48.7861408379], [2.3108418477, 48.7857766949], [2.3096979141, 48.784897662], [2.3063502135, 48.7849610211], [2.3037409174, 48.7852768293], [2.3036097602, 48.7853138403], [2.3033091819, 48.7853993312], [2.3031719076, 48.7854866732], [2.3030039225, 48.7856313984], [2.3013882319, 48.788178991], [2.2988939997, 48.7922755838], [2.2983159175, 48.794468543], [2.2961626005, 48.7957591201], [2.2934534806, 48.7959625901], [2.2922240554, 48.795971505], [2.2928268957, 48.7967926329], [2.29368774, 48.7977645831], [2.2967009847, 48.8002548102], [2.299912593, 48.8053336854], [2.3017948519, 48.8099729828], [2.3026851018, 48.8111168103], [2.3079268903, 48.8106750884], [2.3174210943, 48.8098293815], [2.3190467534, 48.8099510763]]]}";48.7987242504,2.30977129909;2;French Restaurant;Supermarket;Café;Bakery;Hotel;Japanese Restaurant;Sushi Restaurant;Pizza Place;Bus Stop;Train Station
23;92009;Bois-Colombes;92;1.92;28760.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.258215792, 48.9060768864], [2.2576333484, 48.9086534247], [2.2573569026, 48.9109125946], [2.2578703511, 48.9128906732], [2.2579354969, 48.9134891207], [2.257411925, 48.9135587209], [2.257476848, 48.9138855743], [2.2618694313, 48.9168372822], [2.2678818361, 48.9250587655], [2.2733089177, 48.9268517355], [2.2761365453, 48.9230405184], [2.2773205987, 48.9195385753], [2.2768682256, 48.9162497728], [2.2723299468, 48.9127320653], [2.268141258, 48.9105931599], [2.2667001261, 48.91061942], [2.2660951133, 48.9105653532], [2.2649436539, 48.9102714114], [2.2663940991, 48.9062927292], [2.2670194986, 48.9046049374], [2.2632551889, 48.903385745], [2.2613716958, 48.9068167439], [2.260397118, 48.9066596446], [2.2597133619, 48.9064863487], [2.258215792, 48.9060768864]]]}";48.9156889243,2.26738167747;2;Supermarket;French Restaurant;Pizza Place;Hotel;Park;Bakery;Japanese Restaurant;Market;Food & Drink Shop;Café
24;92012;Boulogne-Billancourt;92;6.17;31777.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.2242191059, 48.8535169176], [2.225668341, 48.8530244583], [2.2399777259, 48.8497022099], [2.2506124417, 48.8455548512], [2.2512189425, 48.8428911134], [2.2512993576, 48.8421307474], [2.2517093089, 48.8388218162], [2.2551442384, 48.8348095494], [2.2553039049, 48.8347907573], [2.2614051513, 48.8340803061], [2.2627915245, 48.8339233735], [2.2609949551, 48.8320712572], [2.2516939544, 48.8257510176], [2.250500485, 48.8251040798], [2.2486736322, 48.8244594475], [2.2395763057, 48.8218314888], [2.2373777288, 48.8214757187], [2.236591792, 48.8214787982], [2.2361072489, 48.8215485544], [2.2348675139, 48.8218464212], [2.2332080409, 48.8224365845], [2.2326383539, 48.8227378236], [2.2314886443, 48.823393291], [2.230146439, 48.8243533005], [2.2288664109, 48.8253424759], [2.2283210587, 48.82583632], [2.2272954096, 48.827395532], [2.2269852154, 48.828380155], [2.2267020663, 48.8294692801], [2.2262857179, 48.8316386023], [2.2259907172, 48.8326062293], [2.2254215932, 48.8335010286], [2.2240496902, 48.8351496977], [2.2232948998, 48.8360657652], [2.2231171536, 48.8364738292], [2.2229746803, 48.8370745892], [2.2229709755, 48.8386026111], [2.2230399042, 48.8396454386], [2.2234122186, 48.8408107515], [2.2247783896, 48.8516507574], [2.2242191059, 48.8535169176]]]}";48.8365394869,2.23892452472;0;French Restaurant;Italian Restaurant;Japanese Restaurant;Bakery;Bistro;Burger Joint;Bagel Shop;Gym / Fitness Center;Sandwich Place;Thai Restaurant
